1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,class
1.807784774,-1.05337315,-1.502598174,0.925028173,-1.82090507,-2.379661228,0.643007369,-0.952214362,0.077672162,-0.959732187,0.188249026,1.99421173,-1.070062505,-1.558204275,-1.393626581,0.575322328,2.117102514,0.390035386,0.130156198,0.10539928,0.190211547,0.206910182,-2.374765633,1.833447361,-0.699220322,0
0.689321276,-0.552965569,-0.495792872,0.898499505,-2.102792317,-0.86758341,0.001704808,-0.724097957,-0.398466282,-1.502739476,0.130679161,0.302421541,-0.290065449,-0.355812087,-1.086292075,-1.019016351,2.382871748,-0.697187711,1.194809665,-0.929742887,-1.373563699,-0.71274826,-1.604259712,1.966124362,0.254223566,0
3.208887159,-0.189824567,-0.93056622,-0.831332186,-1.717378759,-1.360311314,0.140110886,-1.512611675,0.202527679,-0.499320548,0.129884041,-0.121179662,-0.641324575,-0.571257044,0.705586926,-0.776123744,-1.156520849,-0.438707283,-1.204860462,-0.036226315,0.615695565,-0.488108352,-0.318776925,-0.00843742,0.929126474,0
2.430150316,-1.053954422,1.01624366,-0.961796427,-1.340985617,0.973034055,-0.763020649,1.010911937,0.753569202,0.317161966,-0.034052864,-0.476839641,-1.232865674,-2.257562792,0.549304725,-1.478967232,0.013060859,0.219762806,-0.609262012,-0.900425752,0.33311271,-0.799602232,1.032329297,-0.450828874,1.027878741,0
1.406586894,-0.865855211,1.43876886,-0.560409648,-2.342581794,0.954329845,-1.329845991,1.570931871,0.335594332,-0.058215176,0.088952779,0.745743483,-0.727175776,0.408686887,1.05846735,-0.015943934,-0.95027022,-0.709455856,0.994809067,0.737082131,0.826070752,-0.659979068,0.863459936,-0.083759521,0.157846683,0
1.061360632,-0.265804848,1.342952406,-0.096487869,-2.388191761,1.105575397,-1.326246882,0.346119506,-0.423602925,-0.151431827,0.561043233,0.446425028,-0.36818975,2.180182949,0.461947639,-0.483511917,-1.269712813,-0.741909154,1.086794476,0.484156002,0.273813241,-0.951764944,0.291057954,0.878393443,-2.376625554,0
1.612560843,0.429993014,1.354084,-0.01323726,-2.423579737,0.637342812,-0.093859809,-0.24108976,1.508035673,-0.846044127,-1.81633116,0.507081226,-0.418489635,1.263061515,-1.79977284,-0.229344046,0.071725702,-0.959489525,-0.346730587,-1.422041899,0.484705075,-0.405174473,0.112780335,0.64934245,0.5909586,0
2.679406054,-0.431063089,-0.086565437,0.594895341,-1.35500169,-0.257912168,-0.521691537,-1.77973092,-0.791541184,0.578768799,-1.667208998,-0.642495005,-0.349780858,-1.310029871,1.535745555,0.236755041,0.519421064,1.432832404,-0.714924822,-0.778970634,-0.362768034,0.002070965,-0.065141257,-0.480460902,0.779740193,0
1.745050554,-0.149227947,-1.239570325,0.248171678,-2.437633566,-1.84573641,-0.333168758,-2.086090517,0.331691229,-1.245920852,0.461510296,0.621587205,-0.925508908,0.097561247,-1.098407166,-1.077689881,0.579013742,1.578425157,-1.148268456,-0.060481589,-0.352399808,0.794353644,-1.481442699,1.311727754,-0.508905026,0
-0.955377698,-0.344655282,0.138992611,-1.292850783,0.998066901,0.94038702,1.681643332,1.230260607,0.622982805,-0.827673007,-0.509107208,0.036497428,0.357603811,-0.833857673,0.185845401,-0.212493557,0.297644213,1.115625975,-0.042973852,0.277832294,-0.220299637,-0.28952448,-1.23087624,0.954148761,-0.705691208,0
2.51265544,-1.079454954,-0.390158856,0.281815684,-1.949206073,-0.409356862,-0.777346783,-2.299570051,-1.141026301,-0.31214018,-1.403685375,1.00679109,-0.150497384,0.752694184,-0.561296418,0.400411351,-0.959912966,1.210253215,0.526128647,-1.940389041,0.476121421,0.97954653,-0.543040538,-0.075232526,-1.117322958,0
0.544616262,0.086889799,0.051786449,-0.544293863,1.317057188,1.750642814,0.372311919,0.916298023,-0.622812242,-0.210242994,0.03768644,-2.602992117,-0.811810703,-1.022715589,0.182945334,0.006559248,0.555757029,-0.413252452,-0.148390431,-0.624640931,-1.477775815,-1.047211507,-0.61485452,1.097361628,-1.121109073,0
2.157107915,0.527892516,-0.934482163,0.611386677,0.233378822,0.024234805,1.968531323,-0.653941891,1.552176216,1.012607109,-1.398909642,-1.884887072,-0.593917661,-1.60109913,0.77425299,-0.920647351,0.269794682,-1.316269867,-0.462985934,0.811958738,2.106271035,-0.56612447,2.447707756,-0.269080644,0.344310739,0
1.377466991,-0.512276877,-1.244209853,0.795721524,-1.238153138,-0.85249055,-0.105843831,-1.763661487,-0.897154257,0.63881004,-1.063162426,-0.657992494,-1.260675337,-1.411000606,0.259933946,0.442440687,0.781964013,0.423188912,-1.758074545,0.580926574,0.553595158,0.321310592,-0.00695706,-0.395244551,1.393934157,0
3.229859924,-0.20704137,1.563059064,-0.022246314,-0.943659642,0.067599916,1.152994328,-0.257097322,0.372361098,-0.485233271,-1.745344524,-0.06013674,-0.629933148,1.042193682,0.193734036,-0.552573588,0.062994633,0.857366501,-1.680497254,-0.890808695,-1.850494628,-1.240932378,0.814335515,-0.494612946,-0.477384676,0
2.407801188,-0.514110735,-0.541767716,0.113927406,-1.337137772,-0.33767688,0.357870639,-2.690890631,0.290778741,0.210958148,-1.395434775,-0.27722996,-1.621650316,-1.632314419,-0.990451466,0.379664807,1.070334286,0.760794306,-1.042857817,-0.410410778,0.659271321,-0.164710852,-0.61060939,0.124502974,-0.085566172,0
2.204573489,-0.434241468,0.368475691,1.12101982,-2.309351643,-0.278549009,0.483349743,-1.133816214,-0.008020398,-1.33305302,-1.670621542,0.731522777,1.268178161,1.25986738,-0.385839526,0.808976086,1.390040722,-0.102086441,2.060736236,-2.232847488,0.834730014,1.288042209,-0.955665414,-0.352488932,0.906405537,0
0.815241261,-0.595520005,-1.235072921,1.074953944,-1.708927847,-1.306154339,-0.510197626,-1.236098825,-1.202984358,0.220282758,-0.397223286,0.417311081,-1.117419514,-0.811810256,-0.469243616,0.495188905,1.052163858,2.175862302,-1.23067842,0.409101714,-0.083197169,0.97486727,-0.9444738,0.108287106,-1.176706345,0
0.617950735,-1.008589129,-0.070264903,-1.251163094,-0.817469992,1.200717816,-0.633856021,0.739065728,0.611435835,-0.17441358,0.175557364,-2.140428673,-0.391704661,-2.346819595,0.426948164,-0.803720555,-0.616555695,0.257602144,-0.934817015,1.524260326,-0.785320519,-0.659188008,-0.010042671,0.265198665,0.533915099,0
2.73093786,-0.141548282,1.894271713,0.445448438,-1.592647933,0.395280342,0.3980097,0.23203244,2.816231331,-0.912575957,-1.679384069,1.380281282,2.895043625,1.081925961,-0.351352298,1.113380669,-0.871562362,0.913598077,0.43663792,0.367498984,-2.475493568,0.318996764,-0.853091809,0.557223925,1.433536542,0
0.619802046,-0.604299376,2.081039234,-0.631073773,-1.074184466,0.606822555,-0.485472487,1.682127233,0.094003776,0.862738266,1.248968663,0.437366427,-0.780694647,-1.099145772,-0.602981146,0.910753523,1.201397246,-0.24092331,0.517423319,2.791085698,1.704612769,1.122308984,1.261113493,0.626381544,-0.814832053,0
2.494793465,-0.465122026,-1.241284256,-0.401557251,-2.628291169,-2.339560361,-0.211758565,-1.817129571,0.556474585,-1.593333863,1.258322918,1.079646125,-0.090702468,0.526209298,-0.317837119,-0.808673057,-0.082972293,0.140159601,1.090367254,-0.181019143,-1.414796712,0.419249828,-1.383113501,0.277041097,-0.869512363,0
2.745887813,0.170245002,-0.182901687,-0.558932499,-0.710577106,-0.083285676,0.139390389,-0.032675983,-0.323533995,0.269600588,-0.78687938,-2.116256097,-1.290408257,-1.016367096,1.114658862,-1.023540909,0.470623108,2.530239624,-1.046322752,-1.675602523,0.668450073,-0.780259745,0.399906321,-0.819132315,0.213269124,0
1.215933077,0.031475159,0.367718292,0.81929955,-0.090321228,1.113412788,0.571831656,-0.278568049,-0.706846313,0.905774155,-2.552062277,-1.993115203,-0.689737057,-0.662705288,-0.214485584,-0.678938145,0.580067644,-1.869467171,-1.184339869,0.054537214,-0.167689811,-0.599673916,1.340837631,0.217963756,0.159387912,0
2.197670959,-0.938566466,0.83924251,-1.066642492,-1.729475228,0.574474112,-0.917885042,1.07279788,1.446111476,0.263736786,-1.002149803,-0.495173958,-1.146922987,-2.185572292,0.640330445,-1.069320278,-0.973496478,0.78467789,-0.106005063,-0.356225917,0.553376641,-0.932210102,1.260378103,-0.697282739,0.65263116,0
2.085103362,-0.149000267,-0.271153479,-0.39410829,-2.098035718,0.32607355,-2.013306776,-1.91449681,0.333695632,-0.822830283,0.594640225,-0.287387329,-0.801457956,0.092943836,-1.23420145,-1.036676987,-2.634669666,0.38158638,-0.252513245,0.047102444,0.84988191,-0.424896254,0.825076887,0.080235905,0.456097578,0
2.602664035,-0.761825029,1.867883153,-1.34393405,-1.477350552,1.096393541,-0.330674996,0.843081961,0.581793896,-0.345146247,-0.501389055,0.284975533,-0.618018828,-0.05391158,0.662819532,-0.842517791,-0.342414095,-0.657521294,-1.340871563,-0.090679875,-0.027438633,-0.389896068,0.857927522,0.738011128,-0.702995501,0
0.699432335,-0.052502446,0.036822947,-0.301595008,-1.011610112,0.262255023,-1.185685773,-0.1927992,-2.325637362,0.484502808,-0.048701853,-1.00595985,-0.7003455,-0.988647537,1.179843779,-0.771585074,0.022886373,-0.597187698,-1.482370948,1.667732673,-0.426598882,0.260826855,-0.100897297,0.147674619,-0.06049922,0
1.784557477,-0.199915268,-1.05044991,0.799931968,-1.069234247,-0.563655707,0.697273697,-1.835294032,-0.004794273,0.235366884,-1.264181849,-1.419659211,-1.493848926,-1.182375349,0.267049725,-0.630992324,1.403960728,1.968445011,-1.467351998,-0.119748181,0.66555551,-0.043502378,0.799389386,-0.524933379,-0.203218624,0
2.309176927,-0.460133125,0.229852305,0.013116419,-2.474960999,-0.547118018,0.028086722,-1.011659338,-0.577100269,-1.899722428,0.021914992,-0.016972733,1.033517035,2.505025497,1.433905444,-0.622280893,1.199285579,-0.030862836,1.15118565,-0.241638125,-0.792307446,0.474895086,-1.023381875,0.028453571,-0.277014162,0
1.293825077,0.592865678,-0.791038637,0.837741683,-0.412270152,0.94548918,1.036444991,-1.628910583,1.051687898,0.825046648,-0.689494366,-2.300718926,-0.155942499,-1.787164453,-0.648497476,-0.791228181,-0.253687973,0.337781714,0.257695276,-0.458954265,0.54612475,0.377539373,2.786036066,-0.821898502,-1.485375572,0
2.203151108,-0.727603114,1.994306418,-0.815147527,0.050270606,1.314351293,-0.102236127,1.315567073,0.092748744,0.277265049,0.413658494,0.78136356,-0.194970422,0.844857429,0.461854514,-1.319925476,0.956370035,1.752327284,-1.119087718,-1.123187947,-1.000622657,-1.077786464,0.965553062,-1.390000903,0.524275265,0
2.30834517,-0.559912198,0.513129249,-0.797414172,-2.763069371,0.064973804,-0.475268439,0.537101012,2.31289706,-0.526310673,-1.499418917,0.246092952,0.15417169,-0.459876384,-0.262366728,0.361912553,-1.5973775,0.151992121,0.177053737,-1.577187458,0.430500541,-1.25458506,-1.197199304,-1.266164223,0.438883141,0
2.992175093,-0.989367057,-1.191404405,1.127287988,-1.652746207,-2.217035633,1.086857926,-0.530751378,0.125461352,-0.756678625,0.284690075,1.128089423,-0.187600751,-0.93930188,0.342382602,-0.559003162,1.537636198,0.080280034,-0.192220893,-0.469034455,-0.983301348,-0.89908713,-1.3917909,-0.411129873,0.190410119,0
1.739811253,-0.555231567,-0.173234884,-0.507351032,-1.826770212,-0.696549159,-0.55021057,-0.352830549,-1.206276375,-0.610663935,-0.737852638,-0.775848085,-0.097469245,1.84020851,2.351444866,-1.148852655,-1.191487152,-0.415721475,-0.661463343,-1.392274855,-0.991686846,-1.410988491,0.073490374,-0.599079735,-0.18456387,0
1.347295963,0.425303501,2.166832659,0.970588159,-1.831033128,0.081683599,-0.58805988,-0.401772785,0.797914219,-1.830488371,0.735231012,0.290198894,0.122806813,2.31343825,-1.041158866,0.23194369,-1.752128019,0.61111292,0.033346728,2.624137424,-1.254481274,-0.02015664,-1.648515817,-0.753647765,0.075275843,0
0.420850244,-0.165173895,-0.127975659,0.109814293,-2.18140038,-0.064826964,-0.201581943,-0.154640845,0.269660913,-0.370597809,-0.759266373,-0.211334136,1.4030131,1.088013112,-1.272307236,-0.99048411,1.094925693,-0.400970001,1.469152196,-1.239806654,-0.051070052,-0.16788847,-1.760220403,0.392823158,1.217768584,0
1.84961309,-0.266861183,-1.109229058,-0.012721842,-0.735418387,0.121678184,1.142767007,-0.598723922,0.052804639,0.620104336,-1.378631011,-2.044511368,-0.79334078,-1.125261236,0.999696393,-1.454869799,-0.731723159,1.010655123,-1.075838319,-0.785334463,3.140452544,1.039343881,1.546100207,-0.415075423,-0.612291332,0
1.928954167,-1.062733211,-1.068282315,0.266357504,-1.011693067,-0.496389741,0.29023798,-1.13329748,0.360685876,0.301167416,0.505421032,0.419910077,-0.706818414,-2.545317005,-0.504141063,-0.040335408,1.884754809,1.448831849,-0.654402823,0.132643564,-0.576922942,-0.149887666,0.297388556,0.239278167,0.359168982,0
1.511747336,0.165719313,-1.022642677,1.235235171,-0.419176489,-0.72091936,0.577058472,-1.038261669,0.986159115,0.904193189,-0.538127648,-0.815907941,-1.04792376,-2.840479371,0.289725654,0.900573859,1.235400121,-1.759461761,0.03583326,1.460825715,0.383990717,-1.705300059,1.854044722,-1.293624738,1.402019697,0
1.685730853,-0.548024799,0.443955296,-0.44662299,-2.13921746,0.661999267,-0.874577413,-1.270455218,-1.248048085,-0.324890086,-0.486950593,-0.330033155,-0.49858032,1.00774772,1.029010014,-1.009733792,-0.767942579,0.141240291,0.237539529,-1.235352911,0.429725192,-0.246943101,-0.362305258,0.739558178,-0.786095549,0
1.626645848,-0.489457802,-0.240191301,-0.77883071,-2.216418844,0.030770507,-1.044471377,-1.658321121,-1.229245834,-0.647292634,0.280341101,-0.216775172,0.20002789,2.515968738,1.950508287,-0.694774297,-2.123917067,-1.676899304,0.909251073,-0.177696225,-0.316191733,-0.765710421,-0.812953176,0.960491195,-0.037729526,0
3.19069644,-0.375311392,0.040983254,0.513808927,-0.871735532,-0.33935568,0.568014022,-1.724784106,-0.264585482,0.374618693,-1.949645358,-0.494491645,-0.891255017,-0.539798581,0.612153413,-0.286522828,0.881030394,0.612421794,-1.254208485,-0.49888232,-0.435245607,-0.738297659,0.648414814,-0.510900663,0.705776579,0
1.815163819,2.162169957,1.536614669,1.023588012,0.108152577,-0.136553966,0.825514886,0.538670602,4.277148554,-1.248431677,-0.580264386,0.498542001,1.462125179,-0.612407155,0.596004712,-1.08576659,-1.861821995,0.743639202,-1.633051997,0.234542757,-1.509549947,1.26121071,-2.262637598,1.143695884,-0.704670976,0
2.772712232,-0.516343662,-0.2026365,-0.046027284,-0.665260447,0.347082353,-0.170167391,-1.622590126,-1.114044249,0.346225238,-0.842185087,-1.025045575,-0.825514825,-0.64270324,1.109894134,0.557881477,0.174982664,0.699727402,-0.651310884,-0.029500356,0.134467682,0.136916381,1.188748128,-0.494793339,1.029701321,0
2.276230748,-0.847323206,0.660321303,-0.553291249,-2.255287868,0.662186146,-0.637278097,-1.170940188,-0.561057378,-1.063546008,-0.917074057,0.420660738,-0.304831054,2.359080678,0.409786714,-0.116641525,-0.937350652,0.032006692,1.945257058,-1.804640065,0.48709187,0.39184709,-1.042010437,0.609576042,-0.458090616,0
0.905228727,-0.542335922,0.950156391,0.286072694,-2.376774946,0.087736198,-0.612225645,1.467610519,1.3925769,-0.369730801,-2.100287555,0.96467333,-0.67811769,0.482521824,-1.098080366,0.027154869,-0.527599679,-0.770439208,-0.074222475,-1.218935373,-1.213163225,-1.320146001,0.277338911,0.378297937,0.880732048,0
2.481098005,-0.619045965,0.342873715,-0.294339236,-2.615646513,-0.312696932,-0.583680658,-1.597277502,-0.102879759,-1.643443035,-0.682105493,0.116057528,0.271597613,2.054851068,0.359042618,-0.25415803,0.334696763,0.771128989,1.642623655,-1.550420737,-0.572040005,-0.310150217,-1.156686398,-0.241791541,0.00546763,0
1.864940225,-0.833177128,-0.995441187,0.569675335,-1.953041963,-1.420123283,0.853524908,-0.09861739,-0.647740161,-1.022195382,-0.563014087,0.829433065,-0.230067063,-0.122113626,0.804454337,-0.584477437,0.987080554,-1.428867795,-0.823859866,-1.220732527,-0.294709393,-0.605458324,-2.063371364,1.127929717,0.959501259,0
1.114671329,-0.195229163,-1.799524205,1.636371167,-1.209034581,-1.240867081,0.889264452,-0.306536744,0.674161268,0.560763857,0.040918518,0.214589387,-1.268343135,-2.335513949,-0.490020026,-0.392066865,1.277688805,0.146600166,0.103808174,1.36664586,1.23499618,-0.488472077,-0.09943147,0.029999866,-1.072457214,0
1.632048376,0.253049444,0.003306594,-1.367853619,0.107894836,1.361799717,8.86E-05,0.227068915,-1.512148671,0.389366637,0.237771865,-2.221482312,-1.295441068,-1.96247578,0.750059492,-0.552123165,0.730708908,0.423895681,-0.871915842,0.568397059,-0.630425628,-1.226619599,0.196382493,-0.119203524,0.204658884,0
3.068619063,-0.726251068,0.1905016,-0.615468367,-1.604234202,0.626930023,0.986305808,-0.812993301,0.39671202,-0.094475325,-1.411765157,0.430407907,-1.067410605,-0.381384888,0.334657771,-0.466262206,-0.878059025,0.148433118,-1.777522529,-1.741612705,0.366542266,-1.254316907,-0.649258393,0.452790498,0.170755795,0
1.380080857,-0.374889303,0.745762038,-1.084877792,0.049559798,1.48098395,-0.177257181,0.873893903,0.192137238,0.24782856,-0.48012936,-1.608718996,-1.505254193,-1.002900773,1.425179258,-1.895180893,-0.679625744,0.097870267,-0.473672893,-1.526227695,1.329429398,0.534988324,1.439818722,0.265688163,-1.837698905,0
1.666518671,0.055171591,2.394595128,-0.928580998,-1.946680213,0.351518181,-0.673648148,2.33166053,0.666419305,0.00527441,0.346570596,1.409270034,-0.283702395,0.96958568,-0.276072985,0.974190323,-0.34567539,-0.197943669,-0.729072255,0.513035496,0.448085145,-1.116500622,0.900600754,-0.565342203,-0.458545086,0
2.593273253,-0.727471693,-0.409663501,-0.667290241,-2.544434885,-0.526420218,-1.297861442,-2.602123559,-0.017435368,-0.957099757,-0.349210845,1.211504883,-0.1091268,1.801669676,-0.516374875,-0.118156074,-1.978360552,0.126310316,1.949020816,-1.832953228,0.427925203,0.620508357,-1.070053251,1.327500532,-0.500061207,0
1.693413661,-0.510273321,1.088665387,-1.145954715,-2.414187608,1.173394037,-0.890167338,0.230480969,0.768482283,-0.245739068,-0.770511484,0.258214296,-1.111799908,0.241007262,0.146153086,-0.260262572,-1.149028109,-1.691784324,0.745661879,-0.805416981,0.965229956,-0.995266133,-0.081629287,0.360818606,0.720135903,0
1.241368802,-0.555847683,0.154693438,-0.109144732,-1.415160503,0.843746112,-1.107773034,-0.673277395,-0.743422315,0.45717314,-0.679317159,-1.788533333,-1.326637614,-1.745869449,0.043066753,-0.699809991,-0.001053963,0.113265173,-0.145177179,-0.404261173,-0.123166069,-0.211610982,0.157780413,-0.596376075,0.262351276,0
2.544723629,0.224694628,2.490130277,0.174537683,-1.449429919,0.557008285,0.605962688,0.093876068,2.611699136,-1.753325027,-0.794073785,0.888527188,-0.024828945,1.016046737,-0.993232459,0.812817245,-0.960322431,0.437019964,-0.789293879,0.660793285,-1.851754517,-0.283283872,-0.812978698,0.735755185,1.296622527,0
2.412411731,-1.038579438,1.119892537,-1.556744443,-1.510887881,1.434686971,-0.888149808,-0.03383564,-0.022465797,-0.531572346,0.342949563,0.392766539,-0.80674934,-0.673178613,0.469269204,-1.164089596,-1.388028428,-1.757875446,-0.554633669,0.408102003,0.217225226,-0.177687754,-0.27569098,1.40197858,0.243345542,0
2.58622783,0.24920541,2.46903516,-0.764058089,-0.749430333,0.160155343,0.864061853,0.8334114,1.240338163,-0.408905631,-0.883132924,-0.282519188,-1.24664522,1.223436898,0.529245875,0.466102703,-0.576574927,1.243717574,-1.728314911,0.892813728,-0.950806811,0.103109428,0.593323824,0.285627497,-1.893665774,0
1.736986321,0.04940871,2.717814796,-0.46970085,-1.000186319,0.126531054,-0.200557605,0.737940383,-0.865974019,0.153073654,1.482548381,0.28229069,-0.722208551,2.053212156,-0.435278972,0.360400933,-1.009678961,1.45493465,-0.259472439,1.081852749,0.024312737,-0.967969651,1.220635257,-0.905558823,-2.334737945,0
3.647777576,-0.219787226,1.243351429,0.204429376,-1.620943134,-0.697876503,0.965337639,-1.804163758,1.373756422,-1.678579688,-1.117793056,0.847060779,0.359753181,0.803149384,-0.499002587,0.182168839,0.703204376,-0.322887823,0.692916025,0.043550444,-1.391052135,0.095946198,-0.598493113,1.35690952,0.38709679,0
1.781842023,0.065275113,-1.793504003,1.900296066,0.042916516,-0.937001631,2.252363046,-0.734496801,1.124417687,0.031539961,-0.121009108,0.36143515,-0.82597988,-2.575168904,-0.449174894,0.011079734,1.334350773,-1.948540718,1.573954443,0.748003228,0.566266516,-2.10934496,1.610654724,0.928372548,-1.184948795,0
1.48324939,-0.147274083,-1.752596626,1.416234432,-0.997184423,-1.033750305,1.429290487,-0.891522979,0.445695015,0.641133383,-0.731289324,0.112133795,-0.638609718,-1.832595735,-0.081007554,-0.396526166,1.199739942,1.274176058,-0.485678111,0.81675434,2.020025164,0.801074941,0.765619272,0.188418693,-1.795469814,0
2.665015886,-0.325665868,-0.404862854,0.559592267,-0.966630192,-0.082378139,0.397016748,-1.812176787,-0.892207407,0.022709167,-1.653515255,-0.559648945,-0.666346395,-0.162127927,1.593241892,0.500854893,0.933058381,0.136640879,-1.251167467,0.156348644,-0.414604244,-0.364055704,0.288708359,-0.177143569,1.183018764,0
1.746646371,-0.463230773,-0.449943353,-0.535179711,0.794514599,1.598847237,0.552416041,0.50106346,-0.864047739,0.709686566,0.359619027,-2.554523492,-1.182998699,-2.995285896,-0.210107361,-0.185494185,0.627632736,-0.040386363,-1.349626141,-1.08054389,0.015701686,-0.978013003,0.522974809,-0.0888368,0.142812494,0
2.481638961,0.0803146,-0.853538814,-1.48196312,-2.013541378,-0.570412619,0.08301796,-0.453147303,1.09058518,-0.673555146,0.452248333,-1.044650258,0.479488495,-0.554924069,0.936865506,-1.458974128,-1.940221526,1.944233209,-1.414632899,-0.92141733,-0.311915714,-1.212520393,-0.008997364,-0.37022096,0.657885425,0
1.2192379,-0.727683306,-0.696405213,0.998308461,-1.060734466,-0.492596055,-1.106414883,-1.322589976,-0.967450888,1.218119792,-1.280486343,0.291047957,-1.094734494,-2.285796692,-0.853434166,1.594318254,0.581393223,-0.027868049,0.203245139,1.178752423,1.166302715,1.225363063,-0.416990477,-0.40110278,0.331724615,0
1.290837563,-1.23673306,-1.253250406,1.801171928,-1.718454121,-1.692301965,-0.107960815,-0.135841889,-0.414775348,-0.427666329,0.213613683,2.286783853,-0.240901446,-2.136411423,-1.373874692,1.575679832,1.472138983,0.500828768,2.640509706,-0.818277279,-0.055143666,0.497138809,-2.611170157,1.479209032,-1.195311467,0
2.241959921,-0.499966008,1.795281625,-0.714554814,-2.091272074,0.771403793,-0.330492029,2.079724284,2.018473637,-0.654108683,-1.427614989,1.159026797,0.394511916,0.764196547,0.330240155,0.792025386,-1.281707702,-0.696366579,-0.23108483,-0.415736097,-0.601629581,-1.15788507,1.31529249,-0.936142756,0.3504799,0
2.373272071,-0.352889227,0.123446719,-0.157095184,-2.098523894,-0.38661366,-0.050953559,-1.526116228,-0.400558448,-0.455366842,-2.100430289,0.247909738,-0.653528547,0.981811992,0.256341525,-0.456524656,-0.019719213,-0.341150137,-1.071011301,-2.402496616,0.443835477,0.327973795,-1.192983189,0.473270564,-0.158797727,0
